('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         756817 function calls (732534 primitive calls) in 7.220 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    87/62    0.000    0.000    0.003    0.000 typing.py:508(__getitem__)
      171    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
      296    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        2    0.000    0.000    0.002    0.001 models.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
        3    0.000    0.000    0.048    0.016 exceptions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
      590    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       43    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        1    0.000    0.000    0.009    0.009 cookiejar.py:1(<module>)
        3    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
        1    0.000    0.000    0.874    0.874 connection.py:485(getresponse)
        1    0.000    0.000    0.022    0.022 client.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.023    0.023 connectionpool.py:1(<module>)
        1    0.000    0.000    0.030    0.030 adapters.py:1(<module>)
    84/82    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       72    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.021    0.021 ssl_.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        4    0.000    0.000    0.000    0.000 feedparser.py:216(_parsegen)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      417    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.016    0.008 parser.py:1(<module>)
       10    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:200(__new__)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.090    0.090 client.py:213(_read_headers)
        3    0.000    0.000    0.000    0.000 feedparser.py:100(push)
       54    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        5    0.000    0.000    0.007    0.001 filter.py:163(find_all)
      136    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 response.py:577(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
       63    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
      261    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      181    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.031    0.031 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
        1    0.000    0.000    0.094    0.094 ssl.py:956(_create)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
       39    0.000    0.000    0.454    0.012 models.py:816(generate)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
        1    0.000    0.000    1.570    1.570 sessions.py:500(request)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       30    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        4    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        5    0.000    0.000    0.000    0.000 connection.py:355(putheader)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.002    0.001 _collections.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       14    0.000    0.000    0.015    0.001 css_parser.py:1135(process_selectors)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        5    0.000    0.000    0.007    0.001 element.py:1079(_find_all)
        1    0.000    0.000    0.000    0.000 connection.py:369(request)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
      155    0.000    0.000    0.000    0.000 enum.py:1292(value)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.094    0.094 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.037    0.037 css_parser.py:418(CSSParser)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        5    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
        1    0.000    0.000    0.021    0.021 _request_methods.py:1(<module>)
       83    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    1.111    1.111 adapters.py:613(send)
        6    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.236    0.236 connectionpool.py:1085(_validate_conn)
       39    0.000    0.000    0.454    0.012 response.py:1044(stream)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
       67    0.000    0.000    0.000    0.000 typing_extensions.py:2976(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
      102    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    1.110    1.110 connectionpool.py:377(_make_request)
        1    0.000    0.000    0.001    0.001 ssl_.py:219(create_urllib3_context)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.141    0.141 connection.py:27(create_connection)
        8    0.000    0.000    0.000    0.000 message.py:494(get)
        9    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.000    0.000 parse.py:672(unquote)
        2    0.000    0.000    0.035    0.018 api.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
      104    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
      291    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.017    0.017 compat.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        7    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        1    0.000    0.000    0.049    0.049 formatter.py:1(<module>)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    1.110    1.110 connectionpool.py:592(urlopen)
      106    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.004    0.004 cd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    0.005    0.005 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       42    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:570(hostname_checks_common_name)
        1    0.000    0.000    0.874    0.874 client.py:324(begin)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
       16    0.000    0.000    0.035    0.002 css_parser.py:296(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.001    0.001 connection.py:320(close)
      193    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.001    0.001 connectionpool.py:1170(_close_pool_connections)
       25    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        1    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        6    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        1    0.000    0.000    0.000    0.000 filter.py:316(TagNameMatchRule)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.020    0.020 socket.py:946(getaddrinfo)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
       10    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2314(_IPv6Constants)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
      141    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       25    0.000    0.000    0.000    0.000 _collections.py:300(add)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
        1    0.000    0.000    1.570    1.570 api.py:14(request)
        1    0.000    0.000    0.000    0.000 utils.py:204(get_netrc_auth)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.783    0.783 client.py:291(_read_status)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
      104    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
       25    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
       12    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        5    0.000    0.000    0.007    0.001 element.py:2715(find_all)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.026    0.026 _base_connection.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       30    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
      9/7    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.000    0.000 adapters.py:359(build_response)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
       31    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       45    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.011    0.011 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:2916(_check_generic)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:529(get_all)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        1    0.000    0.000    1.570    1.570 api.py:62(get)
        3    0.000    0.000    0.004    0.001 element.py:2684(find)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
    66/35    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.002    0.002 fields.py:1(<module>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    7.220    7.220 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        6    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       16    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        4    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       45    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
       23    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        7    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        6    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        1    0.000    0.000    0.010    0.010 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       22    0.000    0.000    0.000    0.000 threading.py:394(notify)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        1    0.000    0.000    0.001    0.001 errors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 client.py:1013(close)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.244    0.244 _htmlparser.py:449(feed)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x72eee03a7c40}
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
       23    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        3    0.000    0.000    0.458    0.153 models.py:890(content)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        6    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
       37    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       67    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       31    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        3    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.094    0.094 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.019    0.019 css_parser.py:316(__init__)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
       22    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        7    0.000    0.000    0.000    0.000 element.py:524(get_text)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:152(EntryPoint)
       43    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.874    0.874 client.py:1384(getresponse)
