('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         770088 function calls (745963 primitive calls) in 2.028 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       57    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
   132/99    0.000    0.000    0.006    0.000 typing.py:508(__getitem__)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
       24    0.000    0.000    0.002    0.000 dataclasses.py:627(_repr_fn)
        1    0.000    0.000    0.004    0.004 ssl.py:1(<module>)
      246    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      306    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      260    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
      189    0.000    0.000    0.000    0.000 typing_extensions.py:2976(_is_unpacked_typevartuple)
       33    0.000    0.000    0.002    0.000 typing.py:740(Optional)
      300    0.000    0.000    0.000    0.000 filter.py:321(matches_tag)
    26/16    0.000    0.000    0.127    0.008 {built-in method builtins.__import__}
    38/29    0.000    0.000    0.011    0.000 css_parser.py:732(parse_pseudo_open)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:434(SemaphoreAdapter)
      251    0.000    0.000    0.248    0.001 _client.py:152(__iter__)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
      182    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      106    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       34    0.000    0.000    0.000    0.000 ipaddress.py:2238(__init__)
      585    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
      251    0.000    0.000    0.248    0.001 connection_pool.py:401(__iter__)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        2    0.000    0.000    0.004    0.002 _streams.py:1(<module>)
        5    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       24    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
       50    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
      105    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       22    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        2    0.000    0.000    0.023    0.012 _models.py:1(<module>)
        1    0.000    0.000    0.029    0.029 request.py:1(<module>)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
      391    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
      235    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      195    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        2    0.000    0.000    0.032    0.016 _synchronization.py:1(<module>)
        1    0.000    0.000    0.136    0.136 element.py:1(<module>)
       87    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      248    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      142    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       40    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      265    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       68    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      336    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
       24    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
       24    0.000    0.000    0.013    0.001 dataclasses.py:1257(wrap)
        1    0.000    0.000    0.002    0.002 _types.py:1(<module>)
       41    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        2    0.000    0.000    0.010    0.005 utils.py:1(<module>)
        1    0.000    0.000    0.904    0.904 http11.py:65(handle_request)
      263    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       50    0.000    0.000    0.001    0.000 typing.py:885(__init__)
       21    0.000    0.000    0.023    0.001 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
      104    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.001    0.001 ssl.py:1309(_real_close)
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       86    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       13    0.000    0.000    0.003    0.000 dataclasses.py:638(_frozen_get_del_attr)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       28    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
      209    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
       91    0.000    0.000    0.000    0.000 typing_extensions.py:2916(_check_generic)
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       59    0.000    0.000    0.000    0.000 _util.py:84(validate)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.002    0.002 _status_codes.py:1(<module>)
      108    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        2    0.000    0.000    0.045    0.023 connection.py:1(<module>)
        1    0.000    0.000    0.003    0.003 memory.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
       28    0.000    0.000    0.000    0.000 typing.py:2476(overload)
      249    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.035    0.035 css_parser.py:418(CSSParser)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       16    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       57    0.000    0.000    0.002    0.000 _htmlparser.py:127(handle_startendtag)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
      143    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       15    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
        1    0.000    0.000    1.815    1.815 financial_enhanced.py:7(get_data)
        1    0.000    0.000    0.002    0.002 from_thread.py:1(<module>)
        1    0.000    0.000    1.253    1.253 _client.py:1001(_send_single_request)
        3    0.000    0.000    0.000    0.000 _headers.py:150(normalize_and_validate)
        1    0.000    0.000    0.022    0.022 client.py:1(<module>)
       15    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
       64    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       10    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
      475    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.000    0.000 _urlparse.py:213(urlparse)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
       87    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.002    0.001 _eventloop.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cookiejar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.003    0.003 _readers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _multipart.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
        1    0.000    0.000    0.192    0.192 __init__.py:209(__init__)
        1    0.000    0.000    0.348    0.348 connection.py:105(_connect)
        1    0.000    0.000    0.007    0.007 _events.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
      311    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
      306    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      142    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:3262(__str__)
       15    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.000    0.000 _fileio.py:215(Path)
        1    0.000    0.000    0.059    0.059 _auth.py:1(<module>)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.064    0.064 formatter.py:1(<module>)
        1    0.000    0.000    0.197    0.197 socket.py:810(create_connection)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
       35    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
      400    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        2    0.000    0.000    0.115    0.057 _api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.012    0.012 _connection.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _headers.py:1(<module>)
      260    0.000    0.000    0.000    0.000 _connection.py:205(our_state)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        2    0.000    0.000    0.004    0.002 core.py:1(<module>)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
      155    0.000    0.000    0.000    0.000 enum.py:1292(value)
        1    0.000    0.000    0.150    0.150 ssl.py:956(_create)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        5    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        1    0.000    0.000    0.001    0.001 default.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.015    0.015 _fileio.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
       16    0.000    0.000    0.034    0.002 css_parser.py:296(__init__)
        1    0.000    0.000    1.252    1.252 connection.py:69(handle_request)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    1.252    1.252 default.py:230(handle_request)
        1    0.000    0.000    0.001    0.001 _state.py:1(<module>)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        2    0.000    0.000    0.001    0.001 _subprocesses.py:1(<module>)
        1    0.000    0.000    0.197    0.197 sync.py:188(connect_tcp)
      128    0.000    0.000    0.000    0.000 _models.py:166(encoding)
       96    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
       45    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
      209    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 message.py:913(get_content_charset)
      187    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       14    0.000    0.000    0.014    0.001 css_parser.py:1135(process_selectors)
        5    0.000    0.000    0.007    0.001 filter.py:163(find_all)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:656(_get_params_preserve)
        8    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.027    0.027 ssl.py:683(create_default_context)
       22    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
        1    0.000    0.000    0.000    0.000 _client.py:189(__init__)
       19    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
      130    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       83    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        2    0.000    0.000    0.018    0.009 parser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
        1    0.000    0.000    1.252    1.252 connection_pool.py:199(handle_request)
       98    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _connection.py:139(Connection)
        7    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
    49/48    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
      114    0.000    0.000    0.000    0.000 _models.py:19(enforce_bytes)
        1    0.000    0.000    0.004    0.004 cd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        7    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
       41    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        5    0.000    0.000    0.007    0.001 element.py:1079(_find_all)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        1    0.000    0.000    0.005    0.005 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       15    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
      189    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.006    0.006 _content.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       10    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        9    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
      236    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.004    0.004 api.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       27    0.000    0.000    0.000    0.000 _readers.py:64(_decode_header_lines)
      209    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
      171    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    1.613    1.613 _api.py:39(request)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       21    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
       50    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
       70    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        2    0.000    0.000    0.000    0.000 _models.py:1270(info)
        1    0.000    0.000    0.150    0.150 sync.py:144(start_tls)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
        1    0.000    0.000    0.006    0.006 _urls.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       17    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        8    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.001    0.001 _status_codes.py:8(codes)
       25    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      209    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        8    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
        1    0.000    0.000    0.000    0.000 _client.py:156(close)
        1    0.000    0.000    0.083    0.083 default.py:136(__init__)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        1    0.000    0.000    0.000    0.000 _writers.py:22(write_headers)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        1    0.000    0.000    0.108    0.108 socket.py:946(getaddrinfo)
        2    0.000    0.000    0.004    0.002 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        1    0.000    0.000    0.000    0.000 _client.py:340(build_request)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _connection.py:518(send_with_data_passthrough)
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
        1    0.000    0.000    0.018    0.018 css_parser.py:316(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       14    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.001    0.001 sync.py:1(<module>)
       14    0.000    0.000    0.002    0.000 dataclasses.py:661(_cmp_fn)
        1    0.000    0.000    0.000    0.000 _events.py:82(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       10    0.000    0.000    0.000    0.000 filter.py:224(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       14    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        6    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       40    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       98    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        7    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _events.py:137(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 connection.py:197(is_closed)
        8    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        1    0.000    0.000    0.000    0.000 _multipart.py:224(MultipartStream)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
       98    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       42    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      9/7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
       84    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        8    0.000    0.000    0.001    0.000 inspect.py:3050(from_callable)
        1    0.000    0.000    0.083    0.083 _client.py:639(__init__)
        1    0.000    0.000    0.000    0.000 _writers.py:94(send_eom)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       57    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        1    0.000    0.000    0.000    0.000 _urlparse.py:158(ParseResult)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.000    0.000 request.py:620(HTTPErrorProcessor)
        1    0.000    0.000    0.014    0.014 feedparser.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _policybase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        1    0.000    0.000    0.001    0.001 http11.py:140(_send_request_headers)
       19    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       57    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
    51/21    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       74    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        3    0.000    0.000    0.001    0.000 http11.py:163(_send_event)
        1    0.000    0.000    0.000    0.000 _models.py:383(__init__)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.014    0.014 to_thread.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       54    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.001    0.001 _models.py:1249(__init__)
       24    0.000    0.000    0.001    0.000 dataclasses.py:1240(dataclass)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
       52    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:409(close)
        2    0.000    0.000    0.021    0.011 _decoders.py:260(flush)
       98    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        1    0.000    0.000    1.529    1.529 _client.py:879(send)
       18    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
       27    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        5    0.000    0.000    0.007    0.001 element.py:2715(find_all)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       44    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
      7/3    0.000    0.000    0.000    0.000 typing.py:1393(__repr__)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       37    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.030    0.030 _config.py:23(create_ssl_context)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:330(HTMLParserTreeBuilder)
        1    0.000    0.000    0.000    0.000 request.py:315(__init__)
       16    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        8    0.000    0.000    0.001    0.000 inspect.py:3308(signature)
